wall_s,pts_s,drift_ms,draw_ms,write_ms,decode_ms,bytes,shown,dropped,px_w,px_h
26.716,26.694,-2.42,0.880,0.456,1.247,66655,767,34,1010,284
26.749,26.727,-1.42,0.978,0.533,1.200,67306,768,34,1010,284
26.791,26.761,+0.58,0.875,10.698,1.258,71885,769,34,1010,284
26.812,26.794,+1.58,0.969,0.513,1.133,70538,770,34,1010,284
26.866,26.827,-8.08,0.939,12.351,1.246,75677,771,34,1010,284
26.886,26.861,-6.08,0.939,0.574,1.144,81855,772,34,1010,284
26.935,26.894,-5.08,0.990,16.323,1.246,112374,773,34,1010,284
26.955,26.927,-4.08,0.955,0.678,1.167,90299,774,34,1010,284
26.995,26.961,-2.08,0.926,14.027,1.249,95922,775,34,1010,284
27.016,26.994,-1.08,0.839,0.649,1.142,83585,776,34,1010,284
27.061,27.028,+0.92,0.875,13.060,1.246,74601,777,34,1010,284
27.081,27.061,+1.92,0.850,0.601,1.119,78477,778,34,1010,284
27.131,27.094,-7.75,0.825,11.586,1.249,74059,779,34,1010,284
27.158,27.128,-5.75,0.971,0.550,1.186,95768,780,34,1010,284
27.199,27.161,-4.75,0.865,15.699,1.250,88055,781,34,1010,284
27.219,27.194,-3.75,0.864,0.532,1.137,91412,782,34,1010,284
27.270,27.228,-1.75,0.903,18.687,1.247,88452,783,34,1010,284
27.285,27.261,-0.75,0.892,0.700,1.135,97126,784,34,1010,284
27.331,27.294,+0.25,0.982,14.183,1.248,92211,785,34,1010,284
27.356,27.328,-8.42,0.882,0.615,1.140,91229,786,34,1010,284
27.410,27.361,-7.42,0.957,20.709,1.253,95910,787,34,1010,284
27.424,27.395,-5.42,0.861,0.732,1.137,89122,788,34,1010,284
27.451,27.428,-4.42,1.000,0.662,1.246,100374,789,34,1010,284
27.490,27.461,-3.42,0.950,8.053,1.170,87172,790,34,1010,284
27.517,27.495,-1.42,1.081,0.567,1.248,96053,791,34,1010,284
27.549,27.528,-0.42,0.950,0.374,1.252,84328,792,34,1010,284
27.583,27.561,+0.58,0.928,1.298,1.396,93821,793,34,1010,284
27.623,27.595,-8.08,0.930,2.583,1.143,88498,794,34,1010,284
27.657,27.628,-7.08,1.006,0.668,1.247,100432,795,34,1010,284
27.689,27.661,-6.08,0.998,0.623,1.191,88861,796,34,1010,284
27.722,27.695,-4.08,0.932,0.568,1.251,94398,797,34,1010,284
27.756,27.728,-3.08,1.135,3.209,1.148,173412,798,34,1010,284
27.784,27.762,-1.08,1.112,1.028,1.247,125675,799,34,1010,284
27.817,27.795,-0.08,0.954,0.695,1.191,103854,800,34,1010,284
27.870,27.828,+0.92,0.967,21.774,1.254,98825,801,34,1010,284
27.894,27.862,-7.75,1.051,5.708,1.125,128077,802,34,1010,284
27.925,27.895,-6.75,1.115,0.884,1.247,129397,803,34,1010,284
27.958,27.928,-5.75,0.948,0.737,1.247,99531,804,34,1010,284
27.985,27.962,-3.75,1.137,1.200,1.245,175118,805,34,1010,284
28.029,27.995,-2.75,0.919,11.986,1.238,107487,806,34,1010,284
28.050,28.029,-0.75,0.855,0.534,1.144,83062,807,34,1010,284
28.094,28.062,+0.25,0.867,12.117,1.243,85045,808,34,1010,284
28.119,28.095,+1.25,1.026,5.189,1.123,98211,809,34,1010,284
28.162,28.129,-7.42,0.975,4.194,1.243,106847,810,34,1010,284
28.196,28.162,-6.42,0.859,10.766,1.246,80438,811,34,1010,284
28.223,28.195,-5.42,0.931,0.555,1.247,79239,812,34,1010,284
28.256,28.229,-3.42,0.971,0.647,1.242,105801,813,34,1010,284
28.301,28.262,-2.42,0.825,13.600,1.249,61283,814,34,1010,284
28.322,28.295,-1.42,0.843,7.375,1.098,62946,815,34,1010,284
28.349,28.329,+0.58,0.865,0.409,1.111,55653,816,34,1010,284
28.389,28.362,+1.58,0.938,8.492,1.244,71902,817,34,1010,284
28.425,28.396,-7.08,0.825,0.319,1.118,47340,818,34,1010,284
28.456,28.429,-6.08,0.788,0.576,1.247,40987,819,34,1010,284
28.489,28.462,-5.08,0.885,0.306,1.234,48547,820,34,1010,284
28.529,28.496,-3.08,0.821,9.310,1.343,78451,821,34,1010,284
28.553,28.529,-2.08,0.842,4.102,1.133,37384,822,34,1010,284
28.586,28.562,-1.08,0.847,0.392,1.248,56981,823,34,1010,284
28.618,28.596,+0.92,0.853,0.401,1.218,55107,824,34,1010,284
28.654,28.629,+1.92,0.764,3.945,1.245,32851,825,34,1010,284
28.687,28.662,-7.75,0.787,0.121,1.241,15508,826,34,1010,284
28.724,28.696,-5.75,0.818,4.804,1.248,36342,827,34,1010,284
28.757,28.729,-4.75,0.883,0.283,1.205,38596,828,34,1010,284
28.789,28.763,-2.75,0.713,0.796,1.288,6508,829,34,1010,284
28.816,28.796,-1.75,0.909,0.312,1.202,35324,830,34,1010,284
28.847,28.829,-0.75,0.814,0.354,1.310,46330,831,34,1010,284
28.882,28.863,+1.25,0.749,2.157,1.246,17704,832,34,1010,284
28.922,28.896,-8.42,0.811,0.110,1.298,13482,833,34,1010,284
